target_url,target_url_domain,final_url,final_url_domain,final_url_website,canonical_link,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,target_url_404_test,scan_date,scan_date,primary_scan_status,not_found_scan_status,robots_txt_scan_status,sitemap_xml_scan_status,dns_scan_status,dns_ipv6,dns_hostname,source_list_federal_domains,source_list_dap,source_list_pulse,source_list_other,cms,cloud_dot_gov_pages,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_count,uswds_usa_classes,uswds_inline_css,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,og_article_published_final_url,og_article_modified_final_url,og_title_final_url,og_description_final_url,main_element_present_final_url,robots_txt_final_url,robots_txt_detected,robots_txt_final_url_live,robots_txt_target_url_redirects,robots_txt_final_url_status_code,robots_txt_final_url_mimetype,robots_txt_final_url_filesize_in_bytes,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_final_url,sitemap_xml_detected,sitemap_xml_final_url_live,sitemap_xml_target_url_redirects,sitemap_xml_final_url_status_code,sitemap_xml_final_url_mimetype,sitemap_xml_final_url_filesize_in_bytes,sitemap_xml_count,sitemap_xml_pdf_count,third_party_service_domains,third_party_service_count,login_detected,dap_detected_final_url,dap_parameters_final_url
belview.org,belview.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:11,2023-03-16 11:10:50,unknown_error,completed,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bentonvillebattlefield.com,bentonvillebattlefield.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:10:50,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co.bedford.va.us,va.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:05,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloomfieldny.org,bloomfieldny.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:07,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
borough.kenai.ak.us,ak.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:07,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brentwood-tn.org,brentwood-tn.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:08,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bristolbayboroughak.us,bristolbayboroughak.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:08,unknown_error,unknown_error,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co.freeborn.mn.us,mn.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:12,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabellcounty.org,cabellcounty.org,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:11:12,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canosiatownship.qwestoffice.net,qwestoffice.net,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:13,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carr.org/~unionbr,carr.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:13,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cawh.org,cawh.org,https://cawh.org/,cawh.org,cawh.org,https://cawh.org/,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 11:11:17,completed,completed,completed,completed,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,WordPress,FALSE,0,0,0,0,0,0,0,0,,0,,,Home - City of Airway Heights,"Welcome to Airway Heights The perfect blend of small-town charm and city excitement, boasting a vibrant and diverse community of talent and heart. With stunning views of Mount Spokane, easy access to numerous parks and new businesses, our city continues to thrive and cultivate new opportunities. We are a safe, interconnected community that cultivates a … Home Read More »",FALSE,https://cawh.org/robots.txt,TRUE,TRUE,FALSE,200,text/plain,166,,https://cawh.org/sitemap_index.xml,https://cawh.org/sitemap_index.xml,FALSE,TRUE,TRUE,200,text/xml,,,,"analytics.google.com,analytics.webpushr.com,bot.webpushr.com,cdn.webpushr.com,fonts.googleapis.com,fonts.gstatic.com,p.typekit.net,stats.g.doubleclick.net,www.googletagmanager.com",9,"""password"",type=""password""",FALSE,
centraltexascfc.org,centraltexascfc.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:17,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfcindiana.org,cfcindiana.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:17,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfcmontereysantacruz.org,cfcmontereysantacruz.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:18,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfcwesternmichigan.org,cfcwesternmichigan.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:18,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chemungcounty.com,chemungcounty.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:11:18,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chichesternh.org,chichesternh.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 11:11:19,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.ammon.id.us,id.us,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:11:29,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.bainbridge-isl.wa.us,wa.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:30,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.buffalo.ny.us,ny.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:30,connection_refused,unknown_error,connection_refused,connection_refused,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.cedar-falls.ia.us,ia.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:31,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.covington.wa.us,wa.us,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:11:31,unknown_error,completed,unknown_error,unknown_error,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.durham.nc.us,nc.us,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:11:32,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.fargo.nd.us,nd.us,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 11:11:32,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bostonfed.org,bostonfed.org,https://www.bostonfed.org/,bostonfed.org,www.bostonfed.org,https://www.bostonfed.org/,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 11:11:37,completed,completed,completed,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,Home,"The Boston Fed works to promote sound growth and financial
stability in New England and the nation.",TRUE,https://www.bostonfed.org/robots.txt,TRUE,TRUE,TRUE,200,text/plain,568,,,,,,,,,,,,"fonts.googleapis.com,fonts.gstatic.com,syndication.twitter.com,www.google-analytics.com,www.googletagmanager.com",5,,FALSE,
ci.hamilton.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:11:37,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.gatesville.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:02,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.lake-stevens.wa.us,wa.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:03,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.lake-mills.wi.us,wi.us,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:12:03,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bethelvt.com,bethelvt.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:06,timeout,unknown_error,timeout,timeout,completed,TRUE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.hurst.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:07,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.norman.ok.us,ok.us,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 11:12:08,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.marina.ca.us,ca.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:08,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.pasadena.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:08,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.reidsville.nc.us,nc.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:09,unknown_error,unknown_error,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.san-pablo.ca.us,ca.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:19,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buenavistavirginia.org,buenavistavirginia.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:23,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.troutdale.or.us,or.us,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:12:24,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.visalia.ca.us,ca.us,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 11:12:24,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.watertown.ma.us,ma.us,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:12:25,unknown_error,completed,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.stephenville.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:49,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.yachats.or.us,or.us,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 11:12:50,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city.laconia.nh.us,nh.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:50,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.wilton.nh.us,nh.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:55,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofbayminette.org,cityofbayminette.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:12:56,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofblackhawk.org,cityofblackhawk.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 11:12:56,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci.mendenhall.ms.us,ms.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:13:21,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofenterprise.net,cityofenterprise.net,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:13:24,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofgloucester.org,cityofgloucester.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 11:13:25,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofhoschton.com,cityofhoschton.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:13:25,unknown_error,unknown_error,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofindustry.org,cityofindustry.org,https://www.cityofindustry.org/,cityofindustry.org,www.cityofindustry.org,,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,2023-03-16 10:25:12,2023-03-16 11:13:36,completed,unknown_error,completed,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,"City of Industry, CA | Home",,FALSE,https://www.cityofindustry.org/robots.txt,TRUE,TRUE,TRUE,200,text/plain,6641,,,,,,,,,,,,"connect.facebook.net,fonts.googleapis.com,fonts.gstatic.com,scontent-iad3-1.xx.fbcdn.net,scontent-iad3-2.xx.fbcdn.net,scontent.xx.fbcdn.net,static.xx.fbcdn.net,stats.g.doubleclick.net,www.facebook.com,www.google-analytics.com",10,,FALSE,
cityofkittitas.com,cityofkittitas.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:13:36,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityoflucedale.com,cityoflucedale.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:13:37,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofmarthasvillemo.org,cityofmarthasvillemo.org,https://datelish.com/cp/?lpkey=eyJ0aW1lc3RhbXAiOiIxNjc4OTc5NjE4IiwiaGFzaCI6ImI1OGMwYzU4N2RhMmFiYTBiYzIzZjQ5OTZiOTU4OWNlMDQ5YzI0NWEifQ%3D%3D&bemobdata=c%3Dc644578f-4ad1-410a-8b91-3870dd0491f1..l%3D979a43f2-6af6-4e5b-9fba-cef531639e45..a%3D0..b%3D0..z%3D0.2..e%3DBrDYbbPm2f0..c1%3D12253980360..c2%3D897183..c3%3Dcityofmarthasvillemo.org..c5%3Dcityofmarthasvillemo.org..c6%3DVerizon%2520Fios..c7%3Dmd..c8%3D5493475..c9%3D173.73.196.171..ts%3D1678979618648&cid=55gnSTv4NwQEwJBANANPRC,datelish.com,datelish.com,,text/html,TRUE,FALSE,FALSE,FALSE,,,,200,FALSE,2023-03-16 10:25:12,2023-03-16 11:13:41,completed,completed,completed,completed,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,,,FALSE,https://cityofmarthasvillemo.org/robots.txt,TRUE,TRUE,FALSE,200,text/plain,63,,,https://wiela-kig.com/zcvisitor/206f56e9-c40d-11ed-ba53-0a24e37141bf/c48f16c0-a519-11ec-9226-0a76dcc61f13?campaignid=2084b3a1-c40d-11ed-ba53-0a24e37141bf,FALSE,TRUE,FALSE,200,text/html,,,,"cdn-bimi.akamaized.net,ctrack.trafficjunky.net,fonts.googleapis.com,fonts.gstatic.com,rkkmj.findiover.com,tsyndicate.com,www.googletagmanager.com,www.gstatic.com",8,,FALSE,
cityofmountclemens.com,cityofmountclemens.com,https://mountclemens.gov/,mountclemens.gov,mountclemens.gov,,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 11:13:42,completed,completed,completed,completed,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,,,TRUE,https://cityofmountclemens.com/robots.txt,TRUE,TRUE,FALSE,200,text/plain,578,60,https://cityofmountclemens.com/sitemap.xml,https://cityofmountclemens.com/sitemap.xml,TRUE,TRUE,FALSE,200,text/XML,38509,238,0,"ajax.googleapis.com,cdnjs.cloudflare.com,fonts.googleapis.com,fonts.gstatic.com,p.typekit.net,stats.g.doubleclick.net,use.typekit.net,www.google-analytics.com,www.googletagmanager.com",9,,FALSE,
cityofnooksack.com,cityofnooksack.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:13:43,connection_refused,unknown_error,connection_refused,connection_refused,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofplattsburgh.com,cityofplattsburgh.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:13:47,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofroxboro.com,cityofroxboro.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:13:48,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofshelton.org,cityofshelton.org,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:13:48,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofatkins.com,cityofatkins.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:06,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofwashburn.org,cityofwashburn.org,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 11:14:07,unknown_error,completed,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofcanyonlake.com,cityofcanyonlake.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:11,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clearwater-fl.com,clearwater-fl.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:11,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofyankton.org,cityofyankton.org,https://www.cityofyankton.org/,cityofyankton.org,www.cityofyankton.org,,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,2023-03-16 10:25:12,2023-03-16 11:14:18,completed,unknown_error,connection_reset,completed,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,"City of Yankton, SD | Home",,FALSE,,,,,,,,,,https://www.cityofyankton.org/sitemap.xml,TRUE,TRUE,TRUE,200,text/xml,1553,0,0,"fonts.gstatic.com,googleads.g.doubleclick.net,jnn-pa.googleapis.com,player.vimeo.com,rr3---sn-8xgp1vo-p5qe7.googlevideo.com,rr5---sn-p5qlsndz.googlevideo.com,static.doubleclick.net,stats.g.doubleclick.net,www.google-analytics.com,www.google.com,www.googletagmanager.com,www.youtube.com,yt3.ggpht.com",13,,FALSE,
co.beltrami.mn.us,mn.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:23,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cityofdellrapids.org,cityofdellrapids.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:36,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co.carson.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:36,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co.cochran.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:37,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co.colorado.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:37,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co.dickens.tx.us,tx.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 11:14:37,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
